a2,a1,txt,t,id,fs,n,ts,v,coordinate_x,coordinate_y
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828615,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 396-8615",drotam_uasfr,424828616,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828617,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828618,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828619,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Baltimore is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (504) 250-4052",drotam_uasfr,424829422,,,,,,
400AGL,SFC,"UAS Restricted Area
MARCORSPTFAC NOLA is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (504) 697-7371",drotam_uasfr,424829423,,,,,,
400AGL,SFC,"UAS Restricted Area
Quarters A NOLA is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (504) 697-7371",drotam_uasfr,424829424,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828620,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828621,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828622,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828623,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828624,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (843) 754-5904",drotam_uasfr,424828625,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NAS Jacksonville Command Duty Officer, (904) 509-1106, JAX_NAS_CDO@navy.mil",drotam_uasfr,424828626,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NAS Jacksonville Command Duty Officer, (904) 509-1106, JAX_NAS_CDO@navy.mil",drotam_uasfr,424828627,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NAS Jacksonville Command Duty Officer, (904) 509-1106, JAX_NAS_CDO@navy.mil",drotam_uasfr,424828628,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NS Mayport Command Duty Office, (904) 219-9705, scott.a.campbell@navy.mil",drotam_uasfr,424828629,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NS Mayport Command Duty Office, (904) 219-9705, scott.a.campbell@navy.mil",drotam_uasfr,424828630,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Belton is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (504) 810-4983",drotam_uasfr,424829425,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Mr. James Linscott, (412) 474-8289;  BDOC    (412) 474-8250",drotam_uasfr,424829722,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NS Mayport Command Duty Office, (904) 219-9705, scott.a.campbell@navy.mil",drotam_uasfr,424828631,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NS Mayport Command Duty Office, (904) 219-9705, scott.a.campbell@navy.mil",drotam_uasfr,424828632,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer: 850-625-1355; NSA Security Duty Watch Commander: 850-625-5013",drotam_uasfr,424828633,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: ATO (928) 779-5132",drotam_uasfr,424828634,,,,,,
400AGL,SFC,"UAS Restricted Area
Klamath Falls 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Doug Cunningham  (541) 880-2470  douglas.m.cunningham6.civ@mail.mil",drotam_uasfr,424828635,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: ATO (928) 779-5132",drotam_uasfr,424828636,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: ATO (928) 779-5132",drotam_uasfr,424828637,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NSB Command Duty Officer, (912) 674-5033, cdo.subasekb@navy.mil",drotam_uasfr,424828638,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NSB Command Duty Officer, (912) 674-5033, cdo.subasekb@navy.mil",drotam_uasfr,424828639,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NAS Corpus Christi Command Duty Officer, (361) 534-9093, NASCC-CDO.fct@nmci-isf.com",drotam_uasfr,424828640,,,,,,
400AGL,SFC,"UAS Restricted Area
Minot D-3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",drotam_uasfr,424828641,,,,,,
400AGL,SFC,"UAS Restricted Area
Port Hueneme is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Kevin Scales, ATC, 805-989-3204, Kevin.S.Scales@navy.mil (CDO 805-207-7277)-contact CDO after working hours",drotam_uasfr,424828642,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Jesup is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (912) 427-0870",drotam_uasfr,424829730,,,,,,
400AGL,SFC,"UAS Restricted Area
Dam Neck 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 438-3159",drotam_uasfr,424828643,,,,,,
400AGL,SFC,"UAS Restricted Area
Dam Neck 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 438-3159",drotam_uasfr,424828644,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 396-8615",drotam_uasfr,424828645,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 396-8615",drotam_uasfr,424828646,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 396-8615",drotam_uasfr,424828647,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 396-8615",drotam_uasfr,424828648,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 396-8615",drotam_uasfr,424828649,,,,,,
400AGL,SFC,"UAS Restricted Area
Klamath Falls 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Doug Cunningham  (541) 880-2470  douglas.m.cunningham6.civ@mail.mil",drotam_uasfr,424828650,,,,,,
400AGL,SFC,"UAS Restricted Area
USP McCreary is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (606) 354-7000",drotam_uasfr,424829792,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 396-8615",drotam_uasfr,424828651,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer, (757) 396-8615",drotam_uasfr,424828652,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828653,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828654,,,,,,
400AGL,SFC,"UAS Restricted Area
Muldrow AHP is National Defense Airspace.
UAS Operations Prohibited.
POC: Chris Lackey, 405-217-8108   Emergency: Emergency Operations Center, 405-228-5061",drotam_uasfr,424829804,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828655,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Belton is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (504) 810-4983",drotam_uasfr,424829426,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Brooklyn is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (504) 418-6914",drotam_uasfr,424829427,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Chicago is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (773) 891-7832",drotam_uasfr,424829428,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Concord is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (925) 586-5370",drotam_uasfr,424829429,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Folsom is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (610) 532-7951",drotam_uasfr,424829430,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Fort Snelling is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (612) 356-3174",drotam_uasfr,424829431,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Galveston is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (281) 728-5232",drotam_uasfr,424829432,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Huntsville is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (256) 755-1265",drotam_uasfr,424829433,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828656,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828657,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828658,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828659,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NWS Yorktown Command Duty Officer, (757) 268-6250",drotam_uasfr,424828660,,,,,,
400AGL,SFC,"UAS Restricted Area
Naval Support Activity Monterey 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Security Officer; SECO@nps.edu; 831-656-2236 (24/7 contact CDO 831-233-1256)",drotam_uasfr,424829819,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Coord. POC: SMSgt Phillip Warren, DSN 894-7023; Emerg POC: SMSgt Phillip Warren, DSN 894-7023",drotam_uasfr,424829820,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Kevin Scales, ATC, 805-989-3204, Kevin.S.Scales@navy.mil (CDO 805-207-7277)-contact CDO after working hours",drotam_uasfr,424828661,,,,,,
400AGL,SFC,"UAS Restricted Area
MCAS MIRAMAR MAIN BASE 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (858) 577-1141",drotam_uasfr,424828662,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LT Ryan Jones, ATC, 559-998-1093, ryan.r.jones2@navy.mil (CDO 559-707-0001)-contact CDO after working hours",drotam_uasfr,424828663,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Manager: Com (413)568-9151 EXT6981720, DSN 698-1720   Emergency:  Command Post: (413)568-1550 EXT 698121, DSN 698-1221",drotam_uasfr,424829822,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI McDowell is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (304) 436-7300",drotam_uasfr,424829823,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Management: 602-302-9362   BDOC: 602-302-9133",drotam_uasfr,424829824,,,,,,
400AGL,SFC,"UAS Restricted Area
Yakima Training Center 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: WSA Department of the Army Representative, LTC Travis Cornett, (206) 231-2502/06/07; Commander is Lt Col Luke Wittmer 509-577-3201;  Emergency: (509) 577-3100 DIRECTORATE OF EMERGENCY SERVICES",drotam_uasfr,424829825,,,,,,
400AGL,SFC,"UAS Restricted Area
Yakima Training Center 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: WSA Department of the Army Representative, LTC Travis Cornett, (206) 231-2502/06/07; Commander is Lt Col Luke Wittmer 509-577-3201;  Emergency: (509) 577-3100 DIRECTORATE OF EMERGENCY SERVICES",drotam_uasfr,424829826,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: TSgt Rob Pirkle (901)846-9382   Emergency: Command Post (559)454-5155",drotam_uasfr,424829827,,,,,,
400AGL,SFC,"UAS Restricted Area
FCC Forrest City 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (870) 494-4200",drotam_uasfr,424829828,,,,,,
400AGL,SFC,"UAS Restricted Area
NRO is National Defense Airspace.
UAS Operations Prohibited.
POC: Security Operations Center  (P) 703-808-5627  (A) 703-808-6161",drotam_uasfr,424829829,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Zachary Morgan (810) 241-5400; Zachary.morgan1@navy.mil / CDO (540) 850-2380",drotam_uasfr,424828665,,,,,,
400AGL,SFC,"UAS Restricted Area
Boston National Historical Park is National Defense Airspace.
UAS Operations Prohibited.
POC: Steve Connor Physical Security Coordinator Steven_Connor@nps.gov 617-242-5685",drotam_uasfr,424828666,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Jacksonville is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (904) 237-1346",drotam_uasfr,424829434,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Watch Commander (812) 296-5000",drotam_uasfr,424828667,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Yvonne Mercadel, Operations Officer, O4, (619) 556-0634, yvonne.mercadel1@navy.mil (CDO 619-247-8897)-contact CDO after working hours / NBSD_CDO@navy.mil",drotam_uasfr,424828669,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Air OPS Duty Desk, (757) 322-3419",drotam_uasfr,424828670,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Joliet is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (815) 341-2434",drotam_uasfr,424829435,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Lafayette is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (951) 377-9774",drotam_uasfr,424829436,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LT Shannon Thayer, Air Operations, ATC, 619-545-8238, Shannon.Thayer@navy.mil (CDO 619-778-4862)-contact CDO after working hours (strand complex POC is NBC ODO (619) 545-8233)",drotam_uasfr,424828671,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LT Shannon Thayer, Air Operations, ATC, 619-545-8238, Shannon.Thayer@navy.mil (CDO 619-778-4862)-contact CDO after working hours (strand complex POC is NBC ODO (619) 545-8233)",drotam_uasfr,424828672,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Yvonne Mercadel, Operations Officer, O4, (619) 556-0634, yvonne.mercadel1@navy.mil (CDO 619-247-8897)-contact CDO after working hours / NBSD_CDO@navy.mil",drotam_uasfr,424828673,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Air OPS Duty Desk, (757) 322-3419",drotam_uasfr,424828674,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Lynchburg is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (540) 295-0072",drotam_uasfr,424829437,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Montgomery is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (334) 294-7087",drotam_uasfr,424829438,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Omaha is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (402) 304-7667",drotam_uasfr,424829439,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Pasadena is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (626) 398-0295",drotam_uasfr,424829440,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Pico Rivera is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (504) 352-1185",drotam_uasfr,424829441,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC San Bruno is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (650) 244-9806",drotam_uasfr,424829442,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Tampa is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (813) 267-4156",drotam_uasfr,424829443,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Terre Haute is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (989) 737-2485",drotam_uasfr,424829444,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Texarkana is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (903) 394-8405",drotam_uasfr,424829445,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Wilmington is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (503) 709-1928",drotam_uasfr,424829446,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Windy Hill is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (404) 326-0583/(678) 655-7326",drotam_uasfr,424829447,,,,,,
400AGL,SFC,"UAS Restricted Area
RTC Wyoming is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (504) 919-4309",drotam_uasfr,424829448,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Brian Allen (brian.allen.24@us.af.mil), 931- 454-3596  Emergency: Operations Center, 931-454-7752/7753",drotam_uasfr,424829449,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Management 478-926-2114  Emergency: Airfield Management 478-926-2114",drotam_uasfr,424829450,,,,,,
400AGL,SFC,"UAS Restricted Area
NSB New London 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (860) 625-9644",drotam_uasfr,424829830,,,,,,
400AGL,SFC,"UAS Restricted Area
FCC Forrest City 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (870) 494-4200",drotam_uasfr,424829831,,,,,,
400AGL,SFC,"UAS Restricted Area
Fort Wadsworth - Family Housing is National Defense Airspace.
UAS Operations Prohibited.
POC: USCG 2703 Martin Luther King Jr., Ave, SE Washington, DC 20593- 7202 Staff Symbol: DCMS-34 Phone: 202-372-2100 Fax: 202372-2925 Email: nationalcommandcenter@uscg.mil",drotam_uasfr,424829757,,,,,,
400AGL,SFC,"UAS Restricted Area
USP Florence ADMAX is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (719)784-9464",drotam_uasfr,424829758,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Yvonne Mercadel, Operations Officer, O4, (619) 556-0634, yvonne.mercadel1@navy.mil (CDO 619-247-8897)-contact CDO after working hours / NBSD_CDO@navy.mil",drotam_uasfr,424828675,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Yvonne Mercadel, Operations Officer, O4, (619) 556-0634, yvonne.mercadel1@navy.mil (CDO 619-247-8897)-contact CDO after working hours / NBSD_CDO@navy.mil",drotam_uasfr,424828676,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Yvonne Mercadel, Operations Officer, O4, (619) 556-0634, yvonne.mercadel1@navy.mil (CDO 619-247-8897)-contact CDO after working hours / NBSD_CDO@navy.mil",drotam_uasfr,424828677,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Yvonne Mercadel, Operations Officer, O4, (619) 556-0634, yvonne.mercadel1@navy.mil (CDO 619-247-8897)-contact CDO after working hours / NBSD_CDO@navy.mil",drotam_uasfr,424828678,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: LCDR Yvonne Mercadel, Operations Officer, O4, (619) 556-0634, yvonne.mercadel1@navy.mil (CDO 619-247-8897)-contact CDO after working hours / NBSD_CDO@navy.mil",drotam_uasfr,424828679,,,,,,
400AGL,SFC,"UAS Restricted Area
Minot D-4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Minot: 701-723-3101",drotam_uasfr,424828680,,,,,,
